model,dataset,id,question,assistive_answer,open_answer,gold_answer,assistive_intermediate_questions,assistive_intermediate_answers,assistive_dsl,assistive_raw_response,open_raw_response,equivalence_reasoning,equivalence_raw_response
google-gemini-2-5-flash,hotpotqa,5a8d69d6554299441c6b9fd6,Anti-Semetism in the 21st Century: The Resurgence was hosted by a journalist and writer who is an anchor of what show?,Nightline,Frontline,PBS NewsHour,"[""Who hosted 'Anti-Semetism in the 21st Century: The Resurgence'?"", ""What show is {answer_1} an anchor of?""]","{""answer_1"": ""Ted Koppel"", ""answer_2"": ""Nightline""}","answer_1: str = qa_model(""Who hosted 'Anti-Semetism in the 21st Century: The Resurgence'?"")
answer_2: str = qa_model(""What show is {answer_1} an anchor of?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Ted Koppel"",
  ""answer_2"": ""Nightline""
}
```",Frontline,"The answers provide two different and contradictory show titles, ""Nightline"" and ""Frontline"".","equivalent: 0
reasoning: The answers provide two different and contradictory show titles, ""Nightline"" and ""Frontline""."
google-gemini-2-5-flash,hotpotqa,5ac36a07554299218029dbd5,"Which city is the American rock band, that released their album on March 19, 2012, from?",Albuquerque,Akron,"Albuquerque, New Mexico","[""Which American rock band released an album on March 19, 2012?"", ""Which city is the band {answer_1} from?""]","{""answer_1"": ""The Shins"", ""answer_2"": ""Albuquerque""}","answer_1: str = qa_model(""Which American rock band released an album on March 19, 2012?"")
answer_2: str = qa_model(""Which city is the band {answer_1} from?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""The Shins"",
  ""answer_2"": ""Albuquerque""
}
```",Akron,"The answers provide two different, contradictory city names.","equivalent: 0
reasoning: The answers provide two different, contradictory city names."
google-gemini-2-5-flash,hotpotqa,5ab1c5cb554299722f9b4c61,Who represents the district that Gawthorpe is in?,Tracy Brabin,Imran Ahmad Khan,Julie Cooper,"[""In which district is Gawthorpe located?"", ""Who represents the {answer_1} district?""]","{""answer_1"": ""Kirklees"", ""answer_2"": ""Tracy Brabin""}","answer_1: str = qa_model(""In which district is Gawthorpe located?"")
answer_2: str = qa_model(""Who represents the {answer_1} district?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Kirklees"",
  ""answer_2"": ""Tracy Brabin""
}
```",Imran Ahmad Khan,"The answers provide two different names, Tracy Brabin and Imran Ahmad Khan, which is a contradiction.","equivalent: 0
reasoning: The answers provide two different names, Tracy Brabin and Imran Ahmad Khan, which is a contradiction."
google-gemini-2-5-flash,hotpotqa,5ab28cfb554299340b525515,Axle Whitehead was a part of an American comedy-drama television series that is a remake of the British series with the same name set in what city?,Chicago,Manchester,Chicago,"[""What American comedy-drama television series, which is a remake of a British series of the same name, did Axle Whitehead star in?"", ""In what city is the series {answer_1} set?""]","{""answer_1"": ""Shameless"", ""answer_2"": ""Chicago""}","answer_1: str = qa_model(""What American comedy-drama television series, which is a remake of a British series of the same name, did Axle Whitehead star in?"")
answer_2: str = qa_model(""In what city is the series {answer_1} set?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Shameless"",
  ""answer_2"": ""Chicago""
}
```",Manchester,"The answers provide two different, contradictory cities (Chicago vs. Manchester).","equivalent: 0
reasoning: The answers provide two different, contradictory cities (Chicago vs. Manchester)."
google-gemini-2-5-flash,hotpotqa,5ae732685542991e8301cbc3,Zimbabwe's Guwe Secondary School has a sister school in what New York cunty?,Westchester County,Tompkins County,Nassau County,"[""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"", ""In what New York county is {answer_1} located?""]","{""answer_1"": ""New Rochelle High School"", ""answer_2"": ""Westchester County""}","answer_1: str = qa_model(""What is the sister school of Zimbabwe's Guwe Secondary School in New York?"")
answer_2: str = qa_model(""In what New York county is {answer_1} located?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""New Rochelle High School"",
  ""answer_2"": ""Westchester County""
}
```",Tompkins County,"The answers provide two different, contradictory counties: Westchester County and Tompkins County.","equivalent: 0
reasoning: The answers provide two different, contradictory counties: Westchester County and Tompkins County."
google-gemini-2-5-flash,hotpotqa,5ae3dde35542992f92d823a4, Benjamin Halfpenny was a footballer for a club that plays its home matches where?,Rodney Parade,Edgar Street,Select Security Stadium,"[""Which football club did Benjamin Halfpenny play for?"", ""Where does {answer_1} play its home matches?""]","{""answer_1"": ""Newport County"", ""answer_2"": ""Rodney Parade""}","answer_1: str = qa_model(""Which football club did Benjamin Halfpenny play for?"")
answer_2: str = qa_model(""Where does {answer_1} play its home matches?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Newport County"",
  ""answer_2"": ""Rodney Parade""
}
```",Edgar Street,"The answers provide two different locations, Rodney Parade and Edgar Street, which is a contradiction.","equivalent: 0
reasoning: The answers provide two different locations, Rodney Parade and Edgar Street, which is a contradiction."
google-gemini-2-5-flash,hotpotqa,5ae0fa8b5542997b2ef7d0c6,"What is the current name of the Atlanta Mansion built for the daughter of the 41st Mayor of Atlanta, Georgia?",The Mansion on Peachtree,The Inez Allen Woodruff House,Lullwater Estate,"[""Who was the 41st Mayor of Atlanta, Georgia?"", ""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", ""What is the current name of {answer_2}?""]","{""answer_1"": ""Ivan Allen Jr."", ""answer_2"": ""Ivan Allen Jr. House"", ""answer_3"": ""The Mansion on Peachtree""}","answer_1: str = qa_model(""Who was the 41st Mayor of Atlanta, Georgia?"")
answer_2: str = qa_model(""What is the name of the Atlanta Mansion built for the daughter of {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""What is the current name of {answer_2}?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""Ivan Allen Jr."",
  ""answer_2"": ""Ivan Allen Jr. House"",
  ""answer_3"": ""The Mansion on Peachtree""
}
```",The Inez Allen Woodruff House,"The answers provide two different names. ""The Inez Allen Woodruff House"" is the historical name of the original mansion, while ""The Mansion on Peachtree"" is the name of the modern hotel built on the same site. These are not the same name.","equivalent: 0
reasoning: The answers provide two different names. ""The Inez Allen Woodruff House"" is the historical name of the original mansion, while ""The Mansion on Peachtree"" is the name of the modern hotel built on the same site. These are not the same name."
google-gemini-2-5-flash,hotpotqa,5a7f8a535542994857a76778,The Pineground Bridge formerly carried Depot Road over the Suncook River into a town with a population of what?,"1,652","4,937","2,523","[""Into which town did the Pineground Bridge carry Depot Road?"", ""What is the population of {answer_1}?""]","{""answer_1"": ""Newfield"", ""answer_2"": ""1,652""}","answer_1: str = qa_model(""Into which town did the Pineground Bridge carry Depot Road?"")
answer_2: str = qa_model(""What is the population of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Newfield"",
  ""answer_2"": ""1,652""
}
```","4,937","The two answers provide different population numbers (1,652 vs 4,937) which are not within the allowed numeric tolerance.","equivalent: 0
reasoning: The two answers provide different population numbers (1,652 vs 4,937) which are not within the allowed numeric tolerance."
google-gemini-2-5-flash,hotpotqa,5a8e506d5542990e94052ac8,"The republic with the smallest population of all the members of the Council of Europe is one of few places in Europe where a species of beetle cannot be found, that wew originally described in 1809 by whom?",Carl Linnaeus,Pierre André Latreille,Panzer,"[""Which member of the Council of Europe has the smallest population?"", ""What species of beetle cannot be found in {answer_1}?"", ""Who originally described the {answer_2} in 1809?""]","{""answer_1"": ""San Marino"", ""answer_2"": ""Goliath beetle"", ""answer_3"": ""Carl Linnaeus""}","answer_1: str = qa_model(""Which member of the Council of Europe has the smallest population?"")
answer_2: str = qa_model(""What species of beetle cannot be found in {answer_1}?"", answer_1=answer_1)
answer_3: str = qa_model(""Who originally described the {answer_2} in 1809?"", answer_2=answer_2)","```json
{
  ""answer_1"": ""San Marino"",
  ""answer_2"": ""Goliath beetle"",
  ""answer_3"": ""Carl Linnaeus""
}
```",Pierre André Latreille,"The answers provide two different names, Carl Linnaeus and Pierre André Latreille, which is a direct contradiction.","equivalent: 0
reasoning: The answers provide two different names, Carl Linnaeus and Pierre André Latreille, which is a direct contradiction."
google-gemini-2-5-flash,hotpotqa,5ac2ee675542990b17b154be,Norbert Holm was arrested and later demoted because of his Chief of Operations association with a military theorist popularly known as what?,Desert Fox,Heinz Guderian,the Desert Fox,"[""Who was Norbert Holm's Chief of Operations?"", ""What is the popular name of the military theorist with whom {answer_1} was associated?""]","{""answer_1"": ""Hans-Georg von Seidel"", ""answer_2"": ""Desert Fox""}","answer_1: str = qa_model(""Who was Norbert Holm's Chief of Operations?"")
answer_2: str = qa_model(""What is the popular name of the military theorist with whom {answer_1} was associated?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Hans-Georg von Seidel"",
  ""answer_2"": ""Desert Fox""
}
```",Heinz Guderian,"The answers refer to two different people. ""Desert Fox"" was the nickname for Erwin Rommel, whereas Heinz Guderian was a different German general.","equivalent: 0
reasoning: The answers refer to two different people. ""Desert Fox"" was the nickname for Erwin Rommel, whereas Heinz Guderian was a different German general."
google-gemini-2-5-flash,hotpotqa,5ac1b7495542994ab5c67dd9,What genre of music is the solo artist that contributed to Real Damage a variant of?,Grime,UK garage,synth-pop,"[""Which solo artist contributed to the music group Real Damage?"", ""What is the music genre of {answer_1}?""]","{""answer_1"": ""Wiley"", ""answer_2"": ""Grime""}","answer_1: str = qa_model(""Which solo artist contributed to the music group Real Damage?"")
answer_2: str = qa_model(""What is the music genre of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Wiley"",
  ""answer_2"": ""Grime""
}
```",UK garage,"The answers provide two distinct, though related, musical genres. Grime and UK garage are not the same genre and are therefore not equivalent.","equivalent: 0
reasoning: The answers provide two distinct, though related, musical genres. Grime and UK garage are not the same genre and are therefore not equivalent."
google-gemini-2-5-flash,hotpotqa,5ab292e4554299545a2cf993,In what political party was the man who officially opened he Royal Spa Centre in 1972?,None (member of the Royal Family),Labour Party,Conservative,"[""Who officially opened the Royal Spa Centre in 1972?"", ""What was the political party of {answer_1}?""]","{""answer_1"": ""Princess Anne"", ""answer_2"": ""None (member of the Royal Family)""}","answer_1: str = qa_model(""Who officially opened the Royal Spa Centre in 1972?"")
answer_2: str = qa_model(""What was the political party of {answer_1}?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""Princess Anne"",
  ""answer_2"": ""None (member of the Royal Family)""
}
```",Labour Party,"The answers provide contradictory information. Answer A states the person had no political party, while Answer B states they were in the Labour Party.","equivalent: 0
reasoning: The answers provide contradictory information. Answer A states the person had no political party, while Answer B states they were in the Labour Party."
google-gemini-2-5-flash,hotpotqa,5ae7a9c8554299540e5a5631,What event at the Asian Junior Athletics Championships has men and women competing at the same time?,4x400 metres relay,Mixed 4x400m Relay,3000 metres steeplechase,"[""What is the term for an event where men and women compete at the same time?"", ""What {answer_1} is held at the Asian Junior Athletics Championships?""]","{""answer_1"": ""mixed event"", ""answer_2"": ""4x400 metres relay""}","answer_1: str = qa_model(""What is the term for an event where men and women compete at the same time?"")
answer_2: str = qa_model(""What {answer_1} is held at the Asian Junior Athletics Championships?"", answer_1=answer_1)","```json
{
  ""answer_1"": ""mixed event"",
  ""answer_2"": ""4x400 metres relay""
}
```",Mixed 4x400m Relay,"The answers are not equivalent. The question asks for an event where men and women compete together. Answer B correctly identifies this as a ""Mixed"" relay. Answer A refers to a standard ""4x400 metres relay"", which is typically a single-gender event. The word ""Mixed"" is a critical distinction that defines the event type and is not just extra detail.","equivalent: 0
reasoning: The answers are not equivalent. The question asks for an event where men and women compete together. Answer B correctly identifies this as a ""Mixed"" relay. Answer A refers to a standard ""4x400 metres relay"", which is typically a single-gender event. The word ""Mixed"" is a critical distinction that defines the event type and is not just extra detail."
